ICAO,PHASE,RANGE,DATE,MVTS_VALID,MVTS_NA,TOT_ASMA,TOT_REF,TOT_ADD_TIME,TOT_ASMA_SUPPLIED,TOT_UNIMP_SUPPLIED,TOT_ADD_SUPPLIED
SBRF,ARR,C40,2025-11-07,96,11,1314.3333333333333,1233.1233333333332,81.21000000000004,1314.3333333333333,1219.2433333333333,95.09
SBRF,ARR,C100,2025-11-08,86,14,1969.6666666666667,1891.8700000000001,77.7966666666666,1969.6666666666667,1881.75,87.91666666666667
SBRF,ARR,C40,2025-11-08,85,15,1147.3833333333334,1084.2833333333333,63.10000000000003,1147.3833333333334,1076.6666666666667,70.71666666666667
SBRF,ARR,C100,2025-11-09,85,16,1936.8166666666666,1871.89,64.92666666666659,1936.8166666666666,1878.8333333333335,57.983333333333334
SBRF,ARR,C40,2025-11-09,90,11,1214.2333333333333,1146.0166666666667,68.21666666666668,1214.2333333333333,1145.5333333333333,68.7
SBRF,ARR,C100,2025-11-10,68,19,1597.55,1494.4766666666667,103.0733333333333,1597.55,1487.4666666666667,110.08333333333333
SBRF,ARR,C40,2025-11-10,76,11,1049.4666666666667,966.9133333333333,82.55333333333334,1049.4666666666667,952.7666666666667,96.7
SBRF,ARR,C100,2025-11-11,87,19,1975.7,1901.0600000000002,74.63999999999993,1975.7,1914.3633333333335,61.336666666666666
SBRF,ARR,C40,2025-11-11,93,13,1261.65,1187.55,74.10000000000002,1261.65,1177.3166666666666,84.33333333333333
SBRF,ARR,C100,2025-11-12,63,50,1439.2666666666667,1386.25,53.01666666666662,1439.2666666666667,1378.9333333333334,60.333333333333336
SBRF,ARR,C40,2025-11-12,68,45,927.25,872.5033333333333,54.74666666666668,927.25,863.15,64.1
SBRF,ARR,C100,2025-11-13,69,51,1719.9166666666667,1529.1133333333335,190.80333333333328,1719.9166666666667,1525.13,194.78666666666666
SBRF,ARR,C40,2025-11-13,74,46,1094.35,964.4433333333333,129.9066666666667,1094.35,940.7666666666667,153.58333333333334
SBRF,ARR,C100,2025-11-14,106,20,2532.85,2366.0033333333336,166.8466666666666,2532.85,2331.266666666667,201.58333333333334
SBRF,ARR,C40,2025-11-14,112,14,1604.9666666666667,1446.8966666666668,158.07000000000002,1604.9666666666667,1420.3333333333333,184.63333333333333
SBRF,ARR,C100,2025-11-15,98,16,2282.7166666666667,2132.2733333333335,150.44333333333324,2282.7166666666667,2146.23,136.48666666666668
SBRF,ARR,C40,2025-11-15,100,14,1410.8833333333334,1286.9433333333334,123.94000000000003,1410.8833333333334,1266.9833333333333,143.9
SBRF,ARR,C100,2025-11-16,86,13,2002.3166666666666,1896.7433333333333,105.57333333333327,2002.3166666666666,1900.7,101.61666666666667
SBRF,ARR,C40,2025-11-16,92,7,1260.2833333333333,1181.0433333333333,79.24000000000001,1260.2833333333333,1175.6166666666668,84.66666666666667
SBRF,ARR,C100,2025-11-17,100,15,2413.9333333333334,2218.9866666666667,194.9466666666666,2413.9333333333334,2200.8133333333335,213.12
SBRF,ARR,C40,2025-11-17,103,12,1455.4,1322.1566666666668,133.24333333333337,1455.4,1293.4,162
SBRF,ARR,C100,2025-11-18,98,19,2304.483333333333,2172.7433333333333,131.73999999999995,2304.483333333333,2149.3833333333337,155.1
SBRF,ARR,C40,2025-11-18,103,14,1425.6833333333334,1324.52,101.16333333333336,1425.6833333333334,1305.7166666666667,119.96666666666667
SBRF,ARR,C100,2025-11-19,103,18,2423.5833333333335,2288.0800000000004,135.5033333333331,2423.5833333333335,2312.3366666666666,111.24666666666667
SBRF,ARR,C40,2025-11-19,105,16,1484.6,1373.8666666666666,110.73333333333336,1484.6,1377.3566666666666,107.24333333333334
SBRF,ARR,C100,2025-11-20,96,14,2316.5833333333335,2119.1600000000003,197.42333333333306,2316.5833333333335,2118.576666666667,198.00666666666666
SBRF,ARR,C40,2025-11-20,101,9,1419.1666666666667,1296.8899999999999,122.27666666666669,1419.1666666666667,1300.1466666666668,119.02
SBRF,ARR,C100,2025-11-21,86,18,2023.4,1912.7966666666669,110.60333333333315,2023.4,1933.0433333333335,90.35666666666667
SBRF,ARR,C40,2025-11-21,92,12,1289.9833333333333,1191.07,98.91333333333337,1289.9833333333333,1192.9866666666667,96.99666666666667
SBRF,ARR,C100,2025-11-22,85,12,2017.35,1905.9733333333334,111.37666666666654,2017.35,1862.4533333333334,154.89666666666668
SBRF,ARR,C40,2025-11-22,86,11,1179.2166666666667,1107.7233333333334,71.49333333333337,1179.2166666666667,1085.5233333333333,93.69333333333334
SBRF,ARR,C100,2025-11-23,85,20,1976.55,1898.9466666666667,77.60333333333325,1976.55,1868.9166666666667,107.63333333333333
SBRF,ARR,C40,2025-11-23,87,18,1176.25,1117.6966666666667,58.553333333333356,1176.25,1099.8833333333334,76.36666666666666
SBRF,ARR,C100,2025-11-24,100,17,2348.1833333333334,2209.8,138.3833333333333,2348.1833333333334,2209.4133333333334,138.77
SBRF,ARR,C40,2025-11-24,103,14,1465.6666666666667,1323.7266666666667,141.94000000000003,1465.6666666666667,1297.9666666666667,167.7
SBRF,ARR,C100,2025-11-25,105,23,2480.5666666666666,2291.51,189.05666666666656,2480.5666666666666,2304.9300000000003,175.63666666666668
SBRF,ARR,C40,2025-11-25,110,18,1538.65,1408.2133333333334,130.4366666666667,1538.65,1392.2666666666667,146.38333333333333
SBRF,ARR,C100,2025-11-26,101,13,2340.4666666666667,2224.86,115.6066666666666,2340.4666666666667,2223.85,116.61666666666666
SBRF,ARR,C40,2025-11-26,101,13,1404.3833333333334,1298.3666666666666,106.01666666666668,1404.3833333333334,1285.4166666666667,118.96666666666667
SBRF,ARR,C100,2025-11-27,101,19,2323.85,2198.516666666667,125.33333333333329,2323.85,2217.38,106.47
SBRF,ARR,C40,2025-11-27,108,12,1495.3666666666666,1394.61,100.75666666666669,1495.3666666666666,1370.7666666666667,124.6
SBRF,ARR,C100,2025-11-28,101,16,2352.2833333333333,2226.8533333333335,125.42999999999995,2352.2833333333333,2222.4633333333336,129.82
SBRF,ARR,C40,2025-11-28,105,12,1476.2666666666667,1351.7833333333333,124.48333333333335,1476.2666666666667,1332.5833333333333,143.68333333333334
SBRF,ARR,C100,2025-11-29,98,15,2267.45,2147.36,120.08999999999995,2267.45,2139.846666666667,127.60333333333334
SBRF,ARR,C40,2025-11-29,103,10,1437.5666666666666,1322.2666666666667,115.30000000000003,1437.5666666666666,1304.4666666666667,133.1
SBRF,ARR,C100,2025-11-30,86,15,1969.7166666666667,1896.4433333333334,73.27333333333328,1969.7166666666667,1894.75,74.96666666666667
SBRF,ARR,C40,2025-11-30,89,12,1222.85,1140.3633333333332,82.48666666666671,1222.85,1131.5833333333333,91.26666666666667
SBRF,ARR,C100,2025-12-01,98,19,2325.35,2139.6966666666667,185.65333333333325,2325.35,2155.73,169.62
SBRF,ARR,C40,2025-12-01,104,13,1453.8666666666666,1334.4366666666667,119.43000000000002,1453.8666666666666,1312.2333333333333,141.63333333333333
SBRF,ARR,C100,2025-12-02,82,15,1908.9666666666667,1793.7933333333333,115.17333333333328,1908.9666666666667,1779.6833333333334,129.28333333333333
SBRF,ARR,C40,2025-12-02,85,12,1194.2333333333333,1087.3366666666666,106.89666666666669,1194.2333333333333,1073.35,120.88333333333334
SBRF,ARR,C100,2025-12-03,83,26,1898.0833333333333,1820.9666666666667,77.11666666666662,1898.0833333333333,1823.3833333333334,74.7
SBRF,ARR,C40,2025-12-03,96,13,1311.6666666666667,1223.7866666666666,87.88000000000002,1311.6666666666667,1215.7,95.96666666666667
SBRF,ARR,C100,2025-12-04,87,25,1980.7,1903.6100000000001,77.08999999999995,1980.7,1909.1333333333334,71.56666666666666
SBRF,ARR,C40,2025-12-04,95,17,1335.1833333333334,1228.34,106.84333333333335,1335.1833333333334,1210.0833333333333,125.1
SBRF,ARR,C100,2025-12-05,94,21,2220.633333333333,2082.15,138.48333333333323,2220.633333333333,2064.6800000000003,155.95333333333335
SBRF,ARR,C40,2025-12-05,98,17,1386.65,1253.5333333333333,133.1166666666667,1386.65,1238.9033333333334,147.74666666666667
SBRF,ARR,C100,2025-12-06,99,16,2345.5,2189.5533333333333,155.9466666666666,2345.5,2164.2166666666667,181.28333333333333
SBRF,ARR,C40,2025-12-06,105,10,1469.6833333333334,1347.3333333333333,122.35000000000002,1469.6833333333334,1326.6166666666668,143.06666666666666
SBRF,ARR,C100,2025-12-07,74,13,1742.15,1650.2466666666667,91.90333333333331,1742.15,1620.0666666666668,122.08333333333333
SBRF,ARR,C40,2025-12-07,76,11,1058.9166666666667,981.0566666666666,77.86000000000001,1058.9166666666667,959.9666666666667,98.95
SBRF,ARR,C100,2025-12-08,82,10,1910.2333333333333,1806.5833333333335,103.64999999999996,1910.2333333333333,1804.8000000000002,105.43333333333334
SBRF,ARR,C40,2025-12-08,84,8,1165.1833333333334,1070.3133333333333,94.87000000000003,1165.1833333333334,1065.9833333333333,99.2
SBRF,ARR,C100,2025-12-09,104,25,2374.4333333333334,2279.19,95.24333333333325,2374.4333333333334,2301.8,72.63333333333333
SBRF,ARR,C40,2025-12-09,115,14,1594.65,1480.6633333333334,113.98666666666671,1594.65,1452.3666666666668,142.28333333333333
SBRF,ARR,C100,2025-12-10,68,20,1545.1833333333334,1513.6766666666667,31.50666666666661,1545.1833333333334,1502,43.18333333333334
SBRF,ARR,C40,2025-12-10,78,10,1047.8666666666666,999.7133333333334,48.15333333333334,1047.8666666666666,982.75,65.11666666666666
SBRF,ARR,C100,2025-12-11,72,18,1641.1,1595.2833333333333,45.816666666666634,1641.1,1576.7333333333333,64.36666666666666
SBRF,ARR,C40,2025-12-11,75,15,1004.4333333333334,969.4033333333333,35.03000000000002,1004.4333333333334,956.0500000000001,48.38333333333333
SBRF,ARR,C100,2025-12-12,103,26,2323.0666666666666,2280.68,42.38666666666661,2323.0666666666666,2255.0666666666666,68
SBRF,ARR,C40,2025-12-12,114,15,1518.7166666666667,1476.09,42.62666666666668,1518.7166666666667,1445.2333333333333,73.48333333333333
SBRF,ARR,C100,2025-12-13,107,21,2499.8166666666666,2372.0266666666666,127.78999999999992,2499.8166666666666,2333.3,166.51666666666668
SBRF,ARR,C40,2025-12-13,115,13,1589.9,1486.0866666666666,103.81333333333336,1589.9,1459.25,130.65
SBRF,ARR,C100,2025-12-14,85,17,1882.2666666666667,1871.0733333333335,11.193333333333271,1882.2666666666667,1877.4833333333333,4.783333333333332
SBRF,ARR,C40,2025-12-14,95,7,1251.9833333333333,1218.3766666666666,33.60666666666668,1251.9833333333333,1214.75,37.233333333333334
SBRF,ARR,C100,2025-12-15,106,14,2478.7833333333333,2352.996666666667,125.78666666666656,2478.7833333333333,2337.8833333333337,140.9
SBRF,ARR,C40,2025-12-15,110,10,1517.1166666666666,1418.5466666666666,98.57000000000002,1517.1166666666666,1398.65,118.46666666666667
SBRF,ARR,C100,2025-12-16,107,17,2518.4666666666667,2365.66,152.80666666666656,2518.4666666666667,2337.9500000000003,180.51666666666665
SBRF,ARR,C40,2025-12-16,110,14,1520.3666666666666,1416.0733333333333,104.29333333333335,1520.3666666666666,1392.9166666666667,127.45
SBRF,ARR,C100,2025-12-17,103,19,2348.383333333333,2277.9733333333334,70.40999999999993,2348.383333333333,2269.6,78.78333333333333
SBRF,ARR,C40,2025-12-17,108,14,1481.65,1386.4766666666667,95.17333333333337,1481.65,1370.95,110.7
SBRF,ARR,C100,2025-12-18,78,46,1767.3333333333333,1712.2666666666669,55.066666666666485,1767.3333333333333,1704.9866666666667,62.346666666666664
SBRF,ARR,C40,2025-12-18,83,41,1071.75,1045.3833333333332,26.366666666666703,1071.75,1035.5,36.25
SBRF,ARR,C100,2025-12-19,76,51,1676.8,1675.89,0.9099999999999326,1676.8,1675.2833333333335,1.5166666666666664
SBRF,ARR,C40,2025-12-19,88,39,1150.0833333333333,1127.44,22.643333333333352,1150.0833333333333,1103.0166666666667,47.06666666666667
SBRF,ARR,C100,2025-12-20,85,46,1990.1,1871.0933333333335,119.0066666666666,1990.1,1862.0500000000002,128.05
SBRF,ARR,C40,2025-12-20,89,42,1265.6333333333334,1148.7733333333333,116.86000000000003,1265.6333333333334,1129.0166666666667,136.61666666666667
SBRF,ARR,C100,2025-12-21,84,26,1867.2333333333333,1851.7733333333333,15.459999999999933,1867.2333333333333,1856.7166666666667,10.516666666666666
SBRF,ARR,C40,2025-12-21,87,23,1150.95,1108.8433333333332,42.10666666666669,1150.95,1106.6833333333334,44.266666666666666
SBRF,ARR,C100,2025-12-22,84,40,1956.2333333333333,1851.2966666666666,104.93666666666661,1956.2333333333333,1835.7833333333335,120.45
SBRF,ARR,C40,2025-12-22,86,38,1170.25,1103.4666666666667,66.78333333333336,1170.25,1091.0833333333333,79.16666666666667
SBRF,ARR,C100,2025-12-23,90,35,2084.0833333333335,1971.5033333333333,112.57999999999993,2084.0833333333335,1976.98,107.10333333333334
SBRF,ARR,C40,2025-12-23,100,25,1354.2,1279.6,74.60000000000004,1354.2,1265.9533333333334,88.24666666666667
SBRF,ARR,C100,2025-12-24,110,14,2575.0666666666666,2434.9666666666667,140.09999999999994,2575.0666666666666,2418.366666666667,156.7
SBRF,ARR,C40,2025-12-24,112,12,1557.9,1437.16,120.74000000000004,1557.9,1418.85,139.05
SBRF,ARR,C100,2025-12-25,62,13,1411.45,1368.5433333333333,42.9066666666666,1411.45,1364.3333333333335,47.11666666666667
SBRF,ARR,C40,2025-12-25,67,8,913.0333333333333,862.97,50.06333333333335,913.0333333333333,851.45,61.583333333333336
SBRF,ARR,C100,2025-12-26,72,66,1646.3,1594.5633333333333,51.73666666666661,1646.3,1574.3166666666668,71.98333333333333
SBRF,ARR,C40,2025-12-26,81,57,1097.5,1040.7433333333333,56.756666666666696,1097.5,1023.1833333333334,74.31666666666666
SBRF,ARR,C100,2025-12-27,87,61,2034.2833333333333,1938.8766666666668,95.40666666666661,2034.2833333333333,1901.4166666666667,132.86666666666667
SBRF,ARR,C40,2025-12-27,93,55,1288.4,1212.61,75.79000000000002,1288.4,1180.9833333333333,107.41666666666667
SBRF,ARR,C100,2025-12-28,92,38,2086.1666666666665,2052.3566666666666,33.80999999999992,2086.1666666666665,2027.15,59.016666666666666
SBRF,ARR,C40,2025-12-28,102,28,1370.8,1310.0566666666666,60.74333333333336,1370.8,1293.4666666666667,77.33333333333333
SBRF,ARR,C100,2025-12-29,102,29,2442.6833333333334,2265.77,176.91333333333313,2442.6833333333334,2282.7000000000003,159.98333333333332
SBRF,ARR,C40,2025-12-29,107,24,1532.7666666666667,1398.8733333333332,133.89333333333337,1532.7666666666667,1392.71,140.05666666666667
SBRF,ARR,C100,2025-12-30,110,23,2626.8,2427.53,199.2699999999998,2626.8,2421.806666666667,204.99333333333334
SBRF,ARR,C40,2025-12-30,123,10,1760.85,1598.6599999999999,162.19000000000003,1760.85,1582.2966666666666,178.55333333333334
SBRF,ARR,C100,2025-12-31,113,20,2618.1666666666665,2511.7566666666667,106.40999999999991,2618.1666666666665,2481.5833333333335,136.58333333333334
SBRF,ARR,C40,2025-12-31,118,15,1594.5,1522.9833333333333,71.5166666666667,1594.5,1494.5166666666667,99.98333333333333
SBRF,ARR,C100,2026-01-01,62,11,1453.0666666666666,1367.1966666666667,85.86999999999985,1453.0666666666666,1369.0533333333335,84.01333333333334
SBRF,ARR,C40,2026-01-01,65,8,919.4333333333334,838.8466666666667,80.5866666666667,919.4333333333334,832.69,86.74333333333334
SBRF,ARR,C100,2026-01-02,109,23,2602.5833333333335,2396.0000000000005,206.5833333333331,2602.5833333333335,2430.4533333333334,172.13
SBRF,ARR,C40,2026-01-02,116,16,1652.3333333333333,1490.6299999999999,161.70333333333338,1652.3333333333333,1495.31,157.02333333333334
SBRF,ARR,C100,2026-01-03,87,41,2052.7166666666667,1905.4500000000003,147.26666666666642,2052.7166666666667,1918.8600000000001,133.85666666666665
SBRF,ARR,C40,2026-01-03,93,35,1309.55,1208.6399999999999,100.91000000000003,1309.55,1208.81,100.74
SBRF,ARR,C100,2026-01-04,98,33,2353.633333333333,2165.3733333333334,188.25999999999976,2353.633333333333,2192.1800000000003,161.45333333333332
SBRF,ARR,C40,2026-01-04,106,25,1493.0333333333333,1365.5933333333332,127.44000000000004,1493.0333333333333,1361.08,131.95333333333335
SBRF,ARR,C100,2026-01-05,93,36,2176.5833333333335,2027.8633333333337,148.71999999999974,2176.5833333333335,2049.8566666666666,126.72666666666666
SBRF,ARR,C40,2026-01-05,99,30,1345.9833333333333,1254.8233333333333,91.160000000000025,1345.9833333333333,1256.5166666666667,89.46666666666667
SBRF,ARR,C100,2026-01-06,107,32,2544.016666666667,2354.7233333333334,189.2933333333332,2544.016666666667,2357.0666666666666,186.95
SBRF,ARR,C40,2026-01-06,113,26,1576.2666666666667,1433.8366666666666,142.43000000000004,1576.2666666666667,1424.6233333333334,151.64333333333335
SBRF,ARR,C100,2026-01-07,97,36,2294.733333333333,2138.9433333333336,155.78999999999994,2294.733333333333,2134.5666666666666,160.16666666666666
SBRF,ARR,C40,2026-01-07,106,27,1479.45,1355.2266666666667,124.22333333333336,1479.45,1335,144.45
SBRF,ARR,C100,2026-01-08,93,37,2144.0333333333333,2040.7233333333334,103.30999999999993,2144.0333333333333,2075.2533333333336,68.78
SBRF,ARR,C40,2026-01-08,98,32,1317.0666666666666,1250.9166666666667,66.15000000000002,1317.0666666666666,1235.07,81.99666666666667
SBRF,ARR,C100,2026-01-09,100,48,2355.1833333333334,2224.7333333333336,130.4499999999999,2355.1833333333334,2216.3433333333332,138.84
SBRF,ARR,C40,2026-01-09,108,40,1544.5,1409.6399999999999,134.86,1544.5,1386.55,157.95
SBRF,ARR,C100,2026-01-10,101,28,2330.483333333333,2217.2733333333335,113.20999999999992,2330.483333333333,2208.416666666667,122.06666666666666
SBRF,ARR,C40,2026-01-10,103,26,1431.3,1317.1,114.20000000000003,1431.3,1304.3,127
SBRF,ARR,C100,2026-01-11,93,25,2157.633333333333,2057.34,100.29333333333327,2157.633333333333,2054.516666666667,103.11666666666666
SBRF,ARR,C40,2026-01-11,102,16,1420.6,1309.5733333333333,111.02666666666669,1420.6,1301.05,119.55
SBRF,ARR,C100,2026-01-12,97,27,2267.2,2127.5533333333333,139.6466666666666,2267.2,2127.9500000000003,139.25
SBRF,ARR,C40,2026-01-12,102,22,1456.85,1309.0633333333333,147.7866666666667,1456.85,1292.9666666666667,163.88333333333333
SBRF,ARR,C100,2026-01-13,103,26,2384.55,2274.806666666667,109.74333333333325,2384.55,2251.75,132.8
SBRF,ARR,C40,2026-01-13,109,20,1522.6333333333334,1398.1366666666665,124.49666666666668,1522.6333333333334,1379.5,143.13333333333333
SBRF,ARR,C100,2026-01-14,102,31,2431.6,2251.7766666666666,179.82333333333327,2431.6,2259.0433333333335,172.55666666666667
SBRF,ARR,C40,2026-01-14,109,24,1531.7333333333333,1395.6566666666668,136.07666666666668,1531.7333333333333,1375.5666666666666,156.16666666666666
SBRF,ARR,C100,2026-01-15,95,38,2192.7833333333333,2079.31,113.47333333333327,2192.7833333333333,2081.3333333333335,111.45
SBRF,ARR,C40,2026-01-15,101,32,1385.5666666666666,1292.3833333333332,93.18333333333337,1385.5666666666666,1271.9,113.66666666666667
SBRF,ARR,C100,2026-01-16,86,41,2039.4,1905.8433333333335,133.55666666666662,2039.4,1892.3333333333335,147.06666666666666
SBRF,ARR,C40,2026-01-16,95,32,1351.35,1223.2866666666666,128.06333333333336,1351.35,1203.95,147.4
SBRF,ARR,C100,2026-01-17,101,29,2292.45,2203.8366666666666,88.61333333333326,2292.45,2211.2833333333333,81.16666666666667
SBRF,ARR,C40,2026-01-17,110,20,1512.8833333333334,1404.6399999999999,108.24333333333335,1512.8833333333334,1395.9666666666667,116.91666666666667
SBRF,ARR,C100,2026-01-18,102,10,2327.633333333333,2264.1766666666667,63.456666666666585,2327.633333333333,2245.7166666666667,81.91666666666667
SBRF,ARR,C40,2026-01-18,105,7,1460.55,1355.6066666666666,104.94333333333336,1460.55,1341.9,118.65
SBRF,ARR,C100,2026-01-19,98,30,2251.7,2154.31,97.38999999999993,2251.7,2151.3833333333337,100.31666666666666
SBRF,ARR,C40,2026-01-19,108,20,1471.7166666666667,1379.1033333333332,92.61333333333337,1471.7166666666667,1366.4166666666667,105.3
SBRF,ARR,C100,2026-01-20,105,20,2428.516666666667,2298.3566666666666,130.1599999999999,2428.516666666667,2292.6333333333337,135.88333333333333
SBRF,ARR,C40,2026-01-20,112,13,1559.1333333333334,1439.56,119.57333333333335,1559.1333333333334,1427.0833333333333,132.05
SBRF,ARR,C100,2026-01-21,96,29,2178.6833333333334,2100.29,78.39333333333326,2178.6833333333334,2108.9500000000003,69.73333333333333
SBRF,ARR,C40,2026-01-21,98,27,1320.4333333333334,1245.51,74.92333333333336,1320.4333333333334,1235,85.43333333333334
SBRF,ARR,C100,2026-01-22,93,38,2158.95,2026.5733333333335,132.3766666666666,2158.95,2037.3333333333335,121.61666666666666
SBRF,ARR,C40,2026-01-22,85,46,1172.2,1082.31,89.89000000000003,1172.2,1077.3666666666668,94.83333333333333
SBRF,ARR,C100,2026-01-23,97,24,2334.4666666666667,2124.79,209.6766666666666,2334.4666666666667,2130.8166666666666,203.65
SBRF,ARR,C40,2026-01-23,103,18,1510.1166666666666,1321.3066666666666,188.81,1510.1166666666666,1308.4333333333334,201.68333333333334
SBRF,ARR,C100,2026-01-24,111,18,2648.9,2435.7200000000003,213.1799999999999,2648.9,2456.5,192.4
SBRF,ARR,C40,2026-01-24,114,15,1608.65,1463.7433333333333,144.9066666666667,1608.65,1442.0166666666667,166.63333333333333
SBRF,ARR,C100,2026-01-25,94,20,2141.1,2072.7133333333336,68.3866666666666,2141.1,2071.7833333333333,69.31666666666666
SBRF,ARR,C40,2026-01-25,102,12,1384.7,1304.41,80.29000000000002,1384.7,1298,86.7
SBRF,ARR,C100,2026-01-26,85,35,1981.5833333333333,1854.41,127.17333333333326,1981.5833333333333,1860.0833333333335,121.5
SBRF,ARR,C40,2026-01-26,90,30,1299.45,1155.4566666666667,143.99333333333337,1299.45,1142.1333333333334,157.31666666666666
SBRF,ARR,C100,2026-01-27,97,29,2222.7166666666667,2121.4933333333333,101.22333333333327,2222.7166666666667,2120.4833333333336,102.23333333333333
SBRF,ARR,C40,2026-01-27,105,21,1441.4,1331.9233333333334,109.4766666666667,1441.4,1319.65,121.75
SBRF,ARR,C100,2026-01-28,89,41,2101.25,1970.51,130.73999999999995,2101.25,1953.7833333333335,147.46666666666667
SBRF,ARR,C40,2026-01-28,98,32,1353.95,1250.7666666666667,103.18333333333337,1353.95,1237.6,116.35
SBRF,ARR,C100,2026-01-29,81,41,1873.4833333333333,1777.9933333333333,95.48999999999995,1873.4833333333333,1774.3333333333335,99.14999999999999
SBRF,ARR,C40,2026-01-29,90,32,1242.3833333333334,1151.97,90.41333333333336,1242.3833333333334,1139.05,103.33333333333333
SBRF,ARR,C100,2026-01-30,98,35,2272.55,2163.766666666667,108.78333333333327,2272.55,2141.6833333333334,130.86666666666667
SBRF,ARR,C40,2026-01-30,107,26,1450.8666666666666,1374.7566666666667,76.11000000000003,1450.8666666666666,1346.95,103.91666666666666
SBRF,ARR,C100,2026-01-31,97,21,2181.516666666667,2113.52,67.99666666666661,2181.516666666667,2122.65,58.86666666666667
SBRF,ARR,C40,2026-01-31,101,17,1345.7333333333333,1285.9233333333334,59.81000000000004,1345.7333333333333,1277.6666666666667,68.06666666666666
SBRF,ARR,C100,2026-02-01,84,23,1942.0166666666667,1843.51,98.5066666666666,1942.0166666666667,1848.7833333333335,93.23333333333333
SBRF,ARR,C40,2026-02-01,86,21,1176.5,1105.8799999999999,70.62000000000002,1176.5,1099.8,76.7
SBRF,ARR,C100,2026-02-02,106,18,2461.2666666666664,2338.1766666666667,123.08999999999989,2461.2666666666664,2342.7733333333335,118.49333333333334
SBRF,ARR,C40,2026-02-02,114,10,1553.25,1470.1433333333332,83.1066666666667,1553.25,1456.98,96.27
SBRF,ARR,C100,2026-02-03,103,24,2324.25,2245.21,79.0399999999999,2324.25,2253.0666666666666,71.18333333333334
SBRF,ARR,C40,2026-02-03,115,12,1528.05,1473.21,54.84000000000003,1528.05,1458.0166666666667,70.03333333333333
SBRF,ARR,C100,2026-02-04,91,31,2045.3833333333332,2001.4633333333334,43.91999999999993,2045.3833333333332,2001.0833333333335,44.3
SBRF,ARR,C40,2026-02-04,99,23,1296.1166666666666,1261.2866666666666,34.83000000000003,1296.1166666666666,1250.8333333333333,45.28333333333333
SBRF,ARR,C100,2026-02-05,89,35,2048.85,1949.8333333333335,99.0166666666666,2048.85,1952.5533333333335,96.29666666666667
SBRF,ARR,C40,2026-02-05,96,28,1310.3833333333334,1237.01,73.37333333333336,1310.3833333333334,1222.85,87.53333333333333
SBRF,ARR,C100,2026-02-06,75,58,1826.9166666666667,1662.2800000000002,164.63666666666654,1826.9166666666667,1663.41,163.50666666666666
SBRF,ARR,C40,2026-02-06,91,42,1282.8166666666666,1169.8266666666666,112.99000000000002,1282.8166666666666,1167.7466666666667,115.07000000000001
SBRF,ARR,C100,2026-02-07,100,34,2491.25,2227.81,263.4399999999998,2491.25,2211.7833333333333,279.4666666666667
SBRF,ARR,C40,2026-02-07,107,27,1629.0333333333333,1391.08,237.95333333333335,1629.0333333333333,1386.1966666666667,242.83666666666667
SBRF,ARR,C100,2026-02-08,96,20,2323.6,2116.2166666666667,207.3833333333332,2323.6,2115.0033333333336,208.59666666666666
SBRF,ARR,C40,2026-02-08,103,13,1468.1166666666666,1288.7733333333333,179.34333333333336,1468.1166666666666,1290.2133333333334,177.90333333333334
SBRF,ARR,C100,2026-02-09,112,27,2854.0666666666666,2500.2033333333334,353.86333333333323,2854.0666666666666,2464.3166666666666,389.75
SBRF,ARR,C40,2026-02-09,121,18,1842.95,1552.4266666666667,290.52333333333337,1842.95,1528.1166666666668,314.8333333333333
SBRF,ARR,C100,2026-02-10,107,17,2570.983333333333,2336.77,234.21333333333325,2570.983333333333,2335.516666666667,235.46666666666667
SBRF,ARR,C40,2026-02-10,112,12,1631.0166666666667,1429.27,201.7466666666667,1631.0166666666667,1418.7666666666667,212.25
SBRF,ARR,C100,2026-02-11,102,29,2415.983333333333,2258.2933333333335,157.68999999999997,2415.983333333333,2231.416666666667,184.56666666666666
SBRF,ARR,C40,2026-02-11,104,27,1443.7333333333333,1324.8266666666666,118.9066666666667,1443.7333333333333,1305.9666666666667,137.76666666666668
SBRF,ARR,C100,2026-02-12,70,61,1730.2,1541.2566666666667,188.94333333333327,1730.2,1531.8833333333334,198.31666666666666
SBRF,ARR,C40,2026-02-12,76,55,1084.0666666666666,968.2433333333333,115.82333333333335,1084.0666666666666,957.7833333333333,126.28333333333333
SBRF,ARR,C100,2026-02-13,65,84,1571.4666666666667,1428.0733333333333,143.3933333333333,1571.4666666666667,1447.7133333333334,123.75333333333333
SBRF,ARR,C40,2026-02-13,71,78,985,915.3466666666667,69.65333333333335,985,893.95,91.05
SBRF,ARR,C100,2026-02-14,88,56,2040.5,1950.41,90.08999999999995,2040.5,1922.6666666666667,117.83333333333333
SBRF,ARR,C40,2026-02-14,90,54,1224.6,1162.6366666666665,61.96333333333335,1224.6,1137.0666666666666,87.53333333333333
SBRF,ARR,C100,2026-02-15,95,20,2248.0833333333335,2098.576666666667,149.5066666666666,2248.0833333333335,2097.416666666667,150.66666666666666
SBRF,ARR,C40,2026-02-15,102,13,1418.8833333333334,1311.4466666666667,107.4366666666667,1418.8833333333334,1297.05,121.83333333333333
SBRF,ARR,C100,2026-02-16,94,17,2329.266666666667,2097.9833333333336,231.28333333333325,2329.266666666667,2071.15,258.1166666666667
SBRF,ARR,C40,2026-02-16,98,13,1379.6,1259.22,120.38000000000002,1379.6,1233.9266666666667,145.67333333333335
